age,annual_income,employment_type,investment_horizon,risk_tolerance_score,financial_goal,dependents,tax_bracket,preferred_liquidity,investment_knowledge,recommended_product,recommended_product_full
52,2353398,Retired,20,4,Wealth Creation,2,>15L,High,Expert,Combo,Mixed Investment Portfolio
40,1193270,Student,2,10,Wealth Creation,0,10–15L,High,Expert,Combo,Mixed Investment Portfolio
49,306220,Self-employed,11,2,Wealth Creation,0,<5L,High,Expert,NSC,National Savings Certificate
55,2179638,Self-employed,19,9,Emergency,0,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
34,521692,Self-employed,9,4,Child Education,0,5–10L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
24,733891,Self-employed,1,1,Child Education,3,5–10L,High,Beginner,SSY,Sukanya Samriddhi Yojana
31,2258191,Student,10,3,Emergency,0,>15L,High,Expert,NSC,National Savings Certificate
58,615206,Salaried,16,2,Retirement,2,5–10L,Medium,Beginner,NPS,National Pension System
50,1838999,Self-employed,19,3,Tax Saving,3,>15L,Low,Beginner,PPF,Public Provident Fund
44,1657779,Salaried,4,9,Wealth Creation,2,>15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
38,2267752,Self-employed,16,6,Child Education,2,>15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
52,2183437,Self-employed,14,1,Tax Saving,3,>15L,High,Intermediate,NSC,National Savings Certificate
49,2214372,Student,17,7,Wealth Creation,3,>15L,High,Expert,ELSS,Equity Linked Savings Scheme
39,2419136,Student,20,5,Child Education,1,>15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
55,1580144,Self-employed,5,2,Wealth Creation,3,>15L,Low,Expert,NSC,National Savings Certificate
56,1841383,Self-employed,17,1,Emergency,3,>15L,Medium,Intermediate,NSC,National Savings Certificate
56,681595,Self-employed,18,4,Tax Saving,3,5–10L,Low,Expert,PPF,Public Provident Fund
22,657525,Student,1,3,Wealth Creation,1,5–10L,High,Intermediate,NSC,National Savings Certificate
44,2313748,Self-employed,11,4,Wealth Creation,1,>15L,Low,Expert,PPF,Public Provident Fund
52,1254455,Salaried,1,1,Tax Saving,1,10–15L,Low,Expert,NPS,National Pension System
44,689130,Student,1,4,Child Education,3,5–10L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
33,1996380,Self-employed,1,10,Tax Saving,3,>15L,Low,Expert,Combo,Mixed Investment Portfolio
57,872356,Self-employed,2,4,Emergency,2,5–10L,Medium,Beginner,Combo,Mixed Investment Portfolio
58,536515,Student,23,2,Child Education,3,5–10L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
58,939450,Salaried,16,2,Retirement,2,5–10L,Low,Beginner,NPS,National Pension System
37,482730,Self-employed,12,1,Wealth Creation,3,<5L,Medium,Expert,NSC,National Savings Certificate
33,411141,Self-employed,17,7,Emergency,2,<5L,High,Expert,ELSS,Equity Linked Savings Scheme
58,1183372,Retired,19,1,Child Education,1,10–15L,Low,Intermediate,PPF,Public Provident Fund
44,553685,Salaried,11,1,Tax Saving,2,5–10L,Medium,Intermediate,NPS,National Pension System
57,1859191,Self-employed,10,3,Tax Saving,3,>15L,High,Expert,NSC,National Savings Certificate
49,854856,Self-employed,3,4,Tax Saving,1,5–10L,High,Intermediate,Combo,Mixed Investment Portfolio
38,631627,Self-employed,12,5,Emergency,2,5–10L,Low,Intermediate,PPF,Public Provident Fund
34,1719162,Student,22,3,Child Education,1,>15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
56,2498079,Self-employed,11,4,Emergency,3,>15L,High,Beginner,Combo,Mixed Investment Portfolio
51,1925379,Retired,14,1,Tax Saving,3,>15L,High,Expert,NSC,National Savings Certificate
50,424945,Retired,10,7,Tax Saving,3,<5L,High,Intermediate,ELSS,Equity Linked Savings Scheme
28,2024578,Self-employed,6,2,Tax Saving,3,>15L,Medium,Beginner,NSC,National Savings Certificate
31,1460622,Self-employed,16,1,Tax Saving,3,10–15L,Low,Intermediate,PPF,Public Provident Fund
34,785693,Salaried,8,7,Wealth Creation,1,5–10L,Low,Beginner,ELSS,Equity Linked Savings Scheme
49,1871419,Self-employed,17,5,Wealth Creation,2,>15L,Low,Beginner,PPF,Public Provident Fund
25,971924,Student,16,1,Emergency,0,5–10L,Low,Beginner,PPF,Public Provident Fund
46,2105767,Retired,22,3,Emergency,2,>15L,Low,Beginner,PPF,Public Provident Fund
51,1317088,Self-employed,17,3,Wealth Creation,2,10–15L,High,Beginner,NSC,National Savings Certificate
27,2096943,Self-employed,20,6,Child Education,3,>15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
41,770974,Salaried,8,5,Child Education,2,5–10L,Medium,Intermediate,NPS,National Pension System
35,1356323,Self-employed,7,2,Tax Saving,0,10–15L,Low,Expert,NSC,National Savings Certificate
33,1029988,Self-employed,2,6,Child Education,0,10–15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
38,1708722,Self-employed,2,8,Child Education,2,>15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
34,1901719,Salaried,18,3,Wealth Creation,2,>15L,Medium,Beginner,NPS,National Pension System
55,545377,Salaried,17,3,Child Education,2,5–10L,Low,Expert,NPS,National Pension System
29,2011519,Self-employed,10,2,Tax Saving,3,>15L,Low,Beginner,PPF,Public Provident Fund
33,1085367,Student,2,6,Wealth Creation,0,10–15L,Low,Expert,Combo,Mixed Investment Portfolio
29,1762573,Salaried,5,5,Retirement,1,>15L,High,Beginner,NPS,National Pension System
23,738995,Retired,7,1,Emergency,2,5–10L,Medium,Expert,NSC,National Savings Certificate
31,1856688,Self-employed,20,8,Retirement,1,>15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
38,522316,Self-employed,10,4,Child Education,2,5–10L,Low,Expert,PPF,Public Provident Fund
58,475477,Salaried,15,6,Wealth Creation,0,<5L,High,Beginner,NPS,National Pension System
52,1534543,Self-employed,2,9,Wealth Creation,2,>15L,Medium,Beginner,Combo,Mixed Investment Portfolio
57,1327599,Retired,2,7,Tax Saving,1,10–15L,High,Intermediate,Combo,Mixed Investment Portfolio
46,1510325,Self-employed,21,5,Tax Saving,2,>15L,Low,Beginner,PPF,Public Provident Fund
57,1656815,Salaried,16,8,Child Education,1,>15L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
30,611322,Self-employed,24,4,Wealth Creation,3,5–10L,High,Beginner,Combo,Mixed Investment Portfolio
48,2058261,Salaried,6,5,Tax Saving,2,>15L,Low,Intermediate,NPS,National Pension System
22,1306648,Retired,24,2,Emergency,0,10–15L,Medium,Expert,NSC,National Savings Certificate
34,1599113,Self-employed,12,10,Wealth Creation,0,>15L,Low,Expert,ELSS,Equity Linked Savings Scheme
30,2183998,Self-employed,24,1,Tax Saving,0,>15L,Medium,Expert,NSC,National Savings Certificate
47,2279683,Retired,15,2,Child Education,3,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
39,2478271,Self-employed,16,4,Wealth Creation,3,>15L,High,Beginner,Combo,Mixed Investment Portfolio
40,637575,Retired,20,3,Wealth Creation,0,5–10L,Low,Beginner,PPF,Public Provident Fund
53,1373256,Salaried,5,6,Child Education,0,10–15L,Medium,Expert,NPS,National Pension System
57,1841187,Self-employed,15,2,Tax Saving,0,>15L,High,Expert,NSC,National Savings Certificate
45,669531,Self-employed,1,2,Emergency,3,5–10L,High,Expert,NSC,National Savings Certificate
34,1596606,Self-employed,12,4,Wealth Creation,1,>15L,Medium,Expert,Combo,Mixed Investment Portfolio
57,2399786,Student,16,4,Emergency,0,>15L,Medium,Expert,Combo,Mixed Investment Portfolio
46,1975322,Salaried,2,2,Wealth Creation,2,>15L,Medium,Expert,NPS,National Pension System
36,1753138,Self-employed,1,6,Retirement,0,>15L,Low,Intermediate,NPS,National Pension System
50,796644,Salaried,1,8,Emergency,1,5–10L,Low,Intermediate,NPS,National Pension System
59,1420494,Student,13,3,Wealth Creation,0,10–15L,Low,Intermediate,PPF,Public Provident Fund
44,862466,Self-employed,24,1,Tax Saving,1,5–10L,Medium,Intermediate,NSC,National Savings Certificate
22,1957058,Self-employed,22,2,Wealth Creation,0,>15L,High,Expert,NSC,National Savings Certificate
44,1602776,Self-employed,23,2,Wealth Creation,0,>15L,High,Intermediate,NSC,National Savings Certificate
36,1173772,Self-employed,11,1,Retirement,3,10–15L,High,Expert,NPS,National Pension System
37,716962,Self-employed,11,2,Child Education,2,5–10L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
57,2224426,Salaried,5,1,Tax Saving,0,>15L,Medium,Expert,NPS,National Pension System
33,552988,Student,5,6,Child Education,1,5–10L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
48,1534732,Self-employed,6,4,Child Education,0,>15L,Low,Intermediate,SSY,Sukanya Samriddhi Yojana
55,716893,Self-employed,12,9,Child Education,3,5–10L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
48,697974,Student,4,1,Wealth Creation,0,5–10L,Low,Beginner,NSC,National Savings Certificate
58,1297935,Student,24,5,Emergency,2,10–15L,Low,Beginner,PPF,Public Provident Fund
34,2087731,Self-employed,10,10,Emergency,2,>15L,High,Intermediate,ELSS,Equity Linked Savings Scheme
33,1066582,Self-employed,21,4,Emergency,3,10–15L,Medium,Beginner,Combo,Mixed Investment Portfolio
23,1321666,Self-employed,20,2,Child Education,3,10–15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
29,695025,Salaried,23,7,Child Education,3,5–10L,Medium,Expert,ELSS,Equity Linked Savings Scheme
31,1686252,Self-employed,11,6,Wealth Creation,0,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
36,1461619,Student,23,6,Child Education,3,10–15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
40,1579305,Self-employed,9,1,Tax Saving,3,>15L,Low,Intermediate,NSC,National Savings Certificate
30,1233679,Self-employed,24,1,Retirement,2,10–15L,Low,Intermediate,NPS,National Pension System
46,1066876,Student,7,4,Child Education,2,10–15L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
23,2021894,Salaried,9,3,Tax Saving,2,>15L,Low,Beginner,NPS,National Pension System
42,1191641,Retired,19,5,Child Education,3,10–15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
24,1646236,Student,15,7,Wealth Creation,2,>15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
48,611968,Self-employed,18,10,Retirement,3,5–10L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
31,1242552,Salaried,18,9,Retirement,2,10–15L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
49,2163700,Student,20,6,Child Education,2,>15L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
53,2125466,Salaried,20,2,Wealth Creation,2,>15L,Low,Expert,NPS,National Pension System
23,408644,Self-employed,21,2,Wealth Creation,2,<5L,Low,Beginner,PPF,Public Provident Fund
24,571449,Self-employed,1,1,Wealth Creation,0,5–10L,High,Beginner,NSC,National Savings Certificate
33,1564372,Retired,22,10,Wealth Creation,1,>15L,High,Intermediate,ELSS,Equity Linked Savings Scheme
48,1450053,Self-employed,10,3,Tax Saving,1,10–15L,High,Expert,NSC,National Savings Certificate
25,2098354,Salaried,8,3,Emergency,3,>15L,High,Expert,NPS,National Pension System
30,1190446,Self-employed,12,3,Tax Saving,2,10–15L,High,Expert,NSC,National Savings Certificate
28,467177,Self-employed,5,3,Emergency,2,<5L,Medium,Beginner,NSC,National Savings Certificate
38,736363,Self-employed,9,4,Child Education,0,5–10L,Low,Expert,SSY,Sukanya Samriddhi Yojana
25,1615473,Self-employed,8,6,Emergency,0,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
36,1975554,Salaried,3,2,Retirement,0,>15L,Medium,Expert,NPS,National Pension System
44,2499132,Retired,2,5,Tax Saving,0,>15L,High,Beginner,Combo,Mixed Investment Portfolio
35,592317,Self-employed,6,4,Wealth Creation,0,5–10L,High,Beginner,Combo,Mixed Investment Portfolio
40,1069670,Salaried,6,3,Retirement,0,10–15L,Medium,Intermediate,NPS,National Pension System
43,2459458,Salaried,11,1,Emergency,0,>15L,Low,Expert,NPS,National Pension System
44,1901264,Retired,4,3,Emergency,1,>15L,Low,Beginner,NSC,National Savings Certificate
32,1309925,Self-employed,21,6,Tax Saving,3,10–15L,High,Intermediate,Combo,Mixed Investment Portfolio
58,2067150,Self-employed,23,4,Tax Saving,1,>15L,High,Expert,Combo,Mixed Investment Portfolio
43,1538470,Retired,16,1,Tax Saving,1,>15L,Low,Beginner,PPF,Public Provident Fund
26,1810067,Salaried,11,5,Retirement,1,>15L,Low,Intermediate,NPS,National Pension System
35,739706,Salaried,6,8,Child Education,0,5–10L,Low,Beginner,ELSS,Equity Linked Savings Scheme
52,1299787,Self-employed,6,2,Emergency,2,10–15L,Medium,Beginner,NSC,National Savings Certificate
46,1044275,Self-employed,21,5,Child Education,0,10–15L,High,Expert,SSY,Sukanya Samriddhi Yojana
30,1464010,Self-employed,19,3,Wealth Creation,1,10–15L,Low,Intermediate,PPF,Public Provident Fund
26,1287648,Retired,18,6,Child Education,1,10–15L,Low,Expert,PPF,Public Provident Fund
44,1922878,Student,2,7,Emergency,1,>15L,Medium,Expert,Combo,Mixed Investment Portfolio
26,2069121,Student,8,5,Emergency,0,>15L,High,Expert,Combo,Mixed Investment Portfolio
40,792314,Salaried,2,4,Wealth Creation,2,5–10L,Low,Expert,NPS,National Pension System
34,583878,Self-employed,2,1,Wealth Creation,3,5–10L,Low,Beginner,NSC,National Savings Certificate
57,2498284,Student,17,1,Tax Saving,2,>15L,Medium,Intermediate,NSC,National Savings Certificate
44,2368464,Self-employed,8,2,Retirement,1,>15L,High,Expert,NPS,National Pension System
24,585395,Self-employed,2,9,Child Education,3,5–10L,High,Expert,SSY,Sukanya Samriddhi Yojana
45,1992879,Self-employed,8,1,Child Education,1,>15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
22,320734,Salaried,20,6,Emergency,2,<5L,High,Beginner,NPS,National Pension System
22,591280,Retired,15,1,Wealth Creation,1,5–10L,High,Beginner,NSC,National Savings Certificate
22,2488082,Retired,9,5,Child Education,3,>15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
39,2049302,Self-employed,6,10,Retirement,3,>15L,Low,Expert,ELSS,Equity Linked Savings Scheme
38,1816405,Self-employed,18,6,Emergency,0,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
34,1986629,Salaried,3,5,Retirement,3,>15L,Low,Intermediate,NPS,National Pension System
23,1467078,Self-employed,18,3,Child Education,2,10–15L,High,Expert,SSY,Sukanya Samriddhi Yojana
42,437213,Salaried,12,9,Tax Saving,3,<5L,High,Intermediate,ELSS,Equity Linked Savings Scheme
40,1823090,Self-employed,1,6,Tax Saving,0,>15L,Medium,Intermediate,Combo,Mixed Investment Portfolio
51,2353078,Self-employed,17,6,Tax Saving,3,>15L,High,Expert,Combo,Mixed Investment Portfolio
58,927800,Self-employed,13,3,Emergency,3,5–10L,Low,Intermediate,PPF,Public Provident Fund
48,983303,Retired,17,6,Child Education,1,5–10L,Low,Intermediate,PPF,Public Provident Fund
40,1340775,Self-employed,7,1,Emergency,2,10–15L,High,Intermediate,NSC,National Savings Certificate
44,474798,Salaried,23,6,Child Education,0,<5L,Low,Expert,NPS,National Pension System
34,485070,Self-employed,19,8,Retirement,2,<5L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
49,1928368,Self-employed,11,4,Emergency,2,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
45,746624,Self-employed,6,1,Child Education,2,5–10L,High,Expert,SSY,Sukanya Samriddhi Yojana
59,2057175,Salaried,19,6,Emergency,2,>15L,Medium,Intermediate,NPS,National Pension System
25,1900649,Self-employed,21,4,Retirement,1,>15L,Medium,Beginner,NPS,National Pension System
43,1538470,Retired,16,1,Tax Saving,1,>15L,Low,Beginner,PPF,Public Provident Fund
44,2425245,Self-employed,1,10,Child Education,3,>15L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
55,409538,Self-employed,2,5,Wealth Creation,3,<5L,Low,Intermediate,Combo,Mixed Investment Portfolio
26,686804,Student,21,3,Wealth Creation,0,5–10L,High,Expert,NSC,National Savings Certificate
34,2181140,Retired,12,9,Wealth Creation,1,>15L,High,Intermediate,ELSS,Equity Linked Savings Scheme
28,1121729,Salaried,14,5,Retirement,1,10–15L,High,Expert,NPS,National Pension System
26,1098623,Self-employed,20,4,Emergency,0,10–15L,Medium,Beginner,Combo,Mixed Investment Portfolio
23,1725496,Salaried,17,8,Wealth Creation,3,>15L,High,Intermediate,ELSS,Equity Linked Savings Scheme
39,2399933,Salaried,22,9,Wealth Creation,2,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
52,955423,Self-employed,22,4,Tax Saving,1,5–10L,Low,Expert,PPF,Public Provident Fund
46,539027,Self-employed,24,4,Emergency,0,5–10L,Low,Beginner,PPF,Public Provident Fund
26,1954847,Retired,18,3,Child Education,2,>15L,Low,Intermediate,PPF,Public Provident Fund
51,1868684,Self-employed,12,3,Child Education,2,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
27,1631472,Self-employed,8,6,Tax Saving,1,>15L,Low,Expert,Combo,Mixed Investment Portfolio
22,2262942,Self-employed,16,3,Child Education,2,>15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
43,2404716,Self-employed,15,3,Child Education,3,>15L,Low,Beginner,PPF,Public Provident Fund
32,793740,Self-employed,8,2,Emergency,1,5–10L,High,Intermediate,NSC,National Savings Certificate
54,1351554,Self-employed,1,7,Tax Saving,1,10–15L,High,Beginner,Combo,Mixed Investment Portfolio
36,407576,Self-employed,23,3,Emergency,2,<5L,Medium,Beginner,NSC,National Savings Certificate
27,1598559,Student,6,4,Child Education,2,>15L,Low,Intermediate,SSY,Sukanya Samriddhi Yojana
50,1001040,Self-employed,22,4,Wealth Creation,1,10–15L,Medium,Expert,Combo,Mixed Investment Portfolio
36,1338978,Student,6,6,Child Education,1,10–15L,Low,Intermediate,SSY,Sukanya Samriddhi Yojana
24,2486528,Self-employed,11,5,Emergency,1,>15L,Low,Beginner,PPF,Public Provident Fund
31,1203685,Salaried,6,4,Emergency,1,10–15L,Medium,Beginner,NPS,National Pension System
38,1312786,Student,19,10,Emergency,0,10–15L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
38,829982,Self-employed,2,2,Emergency,2,5–10L,Low,Expert,NSC,National Savings Certificate
57,917722,Salaried,24,3,Wealth Creation,2,5–10L,High,Beginner,NPS,National Pension System
25,708560,Self-employed,15,4,Wealth Creation,1,5–10L,Low,Beginner,PPF,Public Provident Fund
28,2367078,Self-employed,19,4,Emergency,3,>15L,Low,Intermediate,PPF,Public Provident Fund
33,884249,Retired,21,6,Child Education,1,5–10L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
27,1510679,Salaried,24,10,Child Education,0,>15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
51,1777608,Self-employed,14,3,Wealth Creation,3,>15L,Medium,Expert,NSC,National Savings Certificate
34,2291316,Salaried,18,10,Emergency,3,>15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
53,2379204,Self-employed,12,3,Tax Saving,3,>15L,Medium,Expert,NSC,National Savings Certificate
29,2416285,Self-employed,3,5,Wealth Creation,0,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
22,2303509,Salaried,13,5,Child Education,2,>15L,High,Expert,NPS,National Pension System
27,1694778,Self-employed,8,2,Child Education,2,>15L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
53,1281153,Self-employed,24,2,Tax Saving,3,10–15L,Low,Expert,PPF,Public Provident Fund
50,305191,Student,21,10,Emergency,1,<5L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
38,1060780,Salaried,15,7,Wealth Creation,1,10–15L,Low,Expert,ELSS,Equity Linked Savings Scheme
44,937492,Self-employed,17,10,Tax Saving,3,5–10L,High,Expert,ELSS,Equity Linked Savings Scheme
43,2089446,Self-employed,20,3,Child Education,0,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
42,534970,Self-employed,4,4,Child Education,0,5–10L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
59,705350,Salaried,18,6,Emergency,1,5–10L,High,Beginner,NPS,National Pension System
27,1109145,Retired,24,6,Wealth Creation,0,10–15L,Low,Beginner,PPF,Public Provident Fund
31,372445,Self-employed,22,7,Emergency,3,<5L,High,Expert,ELSS,Equity Linked Savings Scheme
34,1181461,Salaried,24,4,Child Education,2,10–15L,Low,Intermediate,NPS,National Pension System
42,1191641,Retired,19,5,Child Education,3,10–15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
52,479111,Self-employed,17,2,Tax Saving,2,<5L,Medium,Expert,NSC,National Savings Certificate
26,2086932,Self-employed,12,9,Tax Saving,2,>15L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
48,2271369,Salaried,12,9,Wealth Creation,1,>15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
34,370408,Salaried,13,9,Wealth Creation,1,<5L,Low,Expert,ELSS,Equity Linked Savings Scheme
